segment,uri,start,end,speaker,verification,identification,id
id10118\KGC4PrKm28Y\00004.wav,Caitriona_Balfe/KGC4PrKm28Y,568.5,577.0,Caitriona_Balfe,dev,trn,id10118
id10118\KGC4PrKm28Y\00006.wav,Caitriona_Balfe/KGC4PrKm28Y,587.6,597.4,Caitriona_Balfe,dev,trn,id10118
id10118\UsHbVNFrjVQ\00001.wav,Caitriona_Balfe/UsHbVNFrjVQ,176.5,182.7,Caitriona_Balfe,dev,trn,id10118
id10118\Zwlvrjkn6Ac\00010.wav,Caitriona_Balfe/Zwlvrjkn6Ac,246.7,255.4,Caitriona_Balfe,dev,trn,id10118
id10118\Zwlvrjkn6Ac\00011.wav,Caitriona_Balfe/Zwlvrjkn6Ac,255.8,262.2,Caitriona_Balfe,dev,trn,id10118
id10118\_QrOkTwSOeE\00002.wav,Caitriona_Balfe/_QrOkTwSOeE,157.2,164.4,Caitriona_Balfe,dev,trn,id10118
id10118\bZyPBCVCYxw\00002.wav,Caitriona_Balfe/bZyPBCVCYxw,255.3,261.7,Caitriona_Balfe,dev,trn,id10118
id10118\bZyPBCVCYxw\00009.wav,Caitriona_Balfe/bZyPBCVCYxw,734.5,742.0,Caitriona_Balfe,dev,trn,id10118
id10118\ic8238OqPOs\00003.wav,Caitriona_Balfe/ic8238OqPOs,317.6,323.6,Caitriona_Balfe,dev,trn,id10118
id10119\3q4rl2iu8yY\00010.wav,Caity_Lotz/3q4rl2iu8yY,438.5,444.9,Caity_Lotz,dev,trn,id10119
id10119\3q4rl2iu8yY\00012.wav,Caity_Lotz/3q4rl2iu8yY,537.9,545.2,Caity_Lotz,dev,trn,id10119
id10119\3q4rl2iu8yY\00013.wav,Caity_Lotz/3q4rl2iu8yY,546.0,554.6,Caity_Lotz,dev,trn,id10119
id10119\3q4rl2iu8yY\00014.wav,Caity_Lotz/3q4rl2iu8yY,562.1,569.2,Caity_Lotz,dev,trn,id10119
id10119\8WKq5LEsxJw\00001.wav,Caity_Lotz/8WKq5LEsxJw,138.1,144.3,Caity_Lotz,dev,trn,id10119
id10119\Cz4UHmuOd4s\00001.wav,Caity_Lotz/Cz4UHmuOd4s,143.6,151.6,Caity_Lotz,dev,trn,id10119
id10119\HereNZwK5Bs\00001.wav,Caity_Lotz/HereNZwK5Bs,118.6,125.0,Caity_Lotz,dev,dev,id10119
id10119\HereNZwK5Bs\00003.wav,Caity_Lotz/HereNZwK5Bs,163.5,170.8,Caity_Lotz,dev,dev,id10119
id10119\HereNZwK5Bs\00004.wav,Caity_Lotz/HereNZwK5Bs,171.0,178.8,Caity_Lotz,dev,dev,id10119
id10119\HoOh6-6IK7k\00001.wav,Caity_Lotz/HoOh6-6IK7k,105.2,111.7,Caity_Lotz,dev,trn,id10119
id10119\IGEFnZ8nqks\00002.wav,Caity_Lotz/IGEFnZ8nqks,226.3,233.1,Caity_Lotz,dev,trn,id10119
id10119\jjHBIfShdX4\00003.wav,Caity_Lotz/jjHBIfShdX4,296.9,306.3,Caity_Lotz,dev,trn,id10119
id10119\oohc6JvMZp8\00003.wav,Caity_Lotz/oohc6JvMZp8,78.1,86.2,Caity_Lotz,dev,tst,id10119
id10119\oohc6JvMZp8\00007.wav,Caity_Lotz/oohc6JvMZp8,141.0,149.3,Caity_Lotz,dev,tst,id10119
id10119\oohc6JvMZp8\00011.wav,Caity_Lotz/oohc6JvMZp8,264.0,270.7,Caity_Lotz,dev,tst,id10119
id10121\H8LJyz5oDeg\00002.wav,Callie_Thorne/H8LJyz5oDeg,33.0,40.8,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00004.wav,Callie_Thorne/H8LJyz5oDeg,52.2,58.4,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00005.wav,Callie_Thorne/H8LJyz5oDeg,72.9,80.3,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00008.wav,Callie_Thorne/H8LJyz5oDeg,131.1,139.3,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00010.wav,Callie_Thorne/H8LJyz5oDeg,151.0,159.4,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00011.wav,Callie_Thorne/H8LJyz5oDeg,159.6,167.7,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00013.wav,Callie_Thorne/H8LJyz5oDeg,201.4,210.0,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00014.wav,Callie_Thorne/H8LJyz5oDeg,214.3,224.2,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00015.wav,Callie_Thorne/H8LJyz5oDeg,229.8,236.0,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00016.wav,Callie_Thorne/H8LJyz5oDeg,231.6,239.5,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00024.wav,Callie_Thorne/H8LJyz5oDeg,372.4,381.5,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00026.wav,Callie_Thorne/H8LJyz5oDeg,405.7,414.2,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00028.wav,Callie_Thorne/H8LJyz5oDeg,436.9,443.1,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00029.wav,Callie_Thorne/H8LJyz5oDeg,443.3,452.8,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00030.wav,Callie_Thorne/H8LJyz5oDeg,453.7,463.3,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00034.wav,Callie_Thorne/H8LJyz5oDeg,522.2,532.1,Callie_Thorne,dev,trn,id10121
id10121\H8LJyz5oDeg\00037.wav,Callie_Thorne/H8LJyz5oDeg,574.8,583.6,Callie_Thorne,dev,trn,id10121
id10121\gR8FTi5EQGw\00001.wav,Callie_Thorne/gR8FTi5EQGw,3.9,10.6,Callie_Thorne,dev,trn,id10121
id10121\hLfIV498sJs\00006.wav,Callie_Thorne/hLfIV498sJs,125.0,132.0,Callie_Thorne,dev,tst,id10121
id10121\hLfIV498sJs\00010.wav,Callie_Thorne/hLfIV498sJs,285.4,291.8,Callie_Thorne,dev,tst,id10121
id10121\hLfIV498sJs\00013.wav,Callie_Thorne/hLfIV498sJs,307.2,315.9,Callie_Thorne,dev,tst,id10121
id10121\hLfIV498sJs\00016.wav,Callie_Thorne/hLfIV498sJs,354.6,362.8,Callie_Thorne,dev,tst,id10121
id10121\hLfIV498sJs\00017.wav,Callie_Thorne/hLfIV498sJs,401.7,408.0,Callie_Thorne,dev,tst,id10121
id10121\hLfIV498sJs\00018.wav,Callie_Thorne/hLfIV498sJs,423.0,430.8,Callie_Thorne,dev,tst,id10121
id10121\vG6IpDZdNqg\00004.wav,Callie_Thorne/vG6IpDZdNqg,92.9,100.6,Callie_Thorne,dev,dev,id10121
id10121\vG6IpDZdNqg\00005.wav,Callie_Thorne/vG6IpDZdNqg,164.8,174.1,Callie_Thorne,dev,dev,id10121
id10121\yE91nD2j0bQ\00004.wav,Callie_Thorne/yE91nD2j0bQ,66.0,74.8,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00006.wav,Callie_Thorne/yE91nD2j0bQ,69.6,77.3,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00015.wav,Callie_Thorne/yE91nD2j0bQ,285.1,293.0,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00019.wav,Callie_Thorne/yE91nD2j0bQ,350.7,358.2,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00021.wav,Callie_Thorne/yE91nD2j0bQ,377.4,383.7,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00022.wav,Callie_Thorne/yE91nD2j0bQ,396.3,404.6,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00035.wav,Callie_Thorne/yE91nD2j0bQ,693.5,700.4,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00043.wav,Callie_Thorne/yE91nD2j0bQ,809.7,818.4,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00049.wav,Callie_Thorne/yE91nD2j0bQ,942.3,949.2,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00051.wav,Callie_Thorne/yE91nD2j0bQ,1024.4,1034.4,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00054.wav,Callie_Thorne/yE91nD2j0bQ,1155.4,1163.3,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00056.wav,Callie_Thorne/yE91nD2j0bQ,1190.0,1196.8,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00058.wav,Callie_Thorne/yE91nD2j0bQ,1279.0,1285.0,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00066.wav,Callie_Thorne/yE91nD2j0bQ,1480.2,1490.2,Callie_Thorne,dev,trn,id10121
id10121\yE91nD2j0bQ\00074.wav,Callie_Thorne/yE91nD2j0bQ,1653.4,1662.4,Callie_Thorne,dev,trn,id10121
id10122\10gJl9Y6LVQ\00003.wav,Cameron_Boyce/10gJl9Y6LVQ,133.6,140.5,Cameron_Boyce,dev,trn,id10122
id10122\1yJs3571svs\00001.wav,Cameron_Boyce/1yJs3571svs,17.4,23.9,Cameron_Boyce,dev,dev,id10122
id10122\1yJs3571svs\00002.wav,Cameron_Boyce/1yJs3571svs,171.6,180.7,Cameron_Boyce,dev,dev,id10122
id10122\1yJs3571svs\00004.wav,Cameron_Boyce/1yJs3571svs,196.7,206.7,Cameron_Boyce,dev,dev,id10122
id10122\4N6uRe8ntFY\00002.wav,Cameron_Boyce/4N6uRe8ntFY,20.2,28.0,Cameron_Boyce,dev,trn,id10122
id10122\4N6uRe8ntFY\00005.wav,Cameron_Boyce/4N6uRe8ntFY,54.7,61.1,Cameron_Boyce,dev,trn,id10122
id10122\892mmRovNQ0\00001.wav,Cameron_Boyce/892mmRovNQ0,15.9,22.9,Cameron_Boyce,dev,trn,id10122
id10122\892mmRovNQ0\00002.wav,Cameron_Boyce/892mmRovNQ0,54.4,60.9,Cameron_Boyce,dev,trn,id10122
id10122\DMPj7ZFTyDw\00001.wav,Cameron_Boyce/DMPj7ZFTyDw,34.0,42.8,Cameron_Boyce,dev,trn,id10122
id10122\DSd37Kj9CJY\00002.wav,Cameron_Boyce/DSd37Kj9CJY,165.3,172.2,Cameron_Boyce,dev,trn,id10122
id10122\PLaL9NBexcI\00001.wav,Cameron_Boyce/PLaL9NBexcI,19.1,25.5,Cameron_Boyce,dev,trn,id10122
id10122\PLq7VpHTd_I\00001.wav,Cameron_Boyce/PLq7VpHTd_I,94.1,103.3,Cameron_Boyce,dev,tst,id10122
id10122\PLq7VpHTd_I\00004.wav,Cameron_Boyce/PLq7VpHTd_I,396.0,402.2,Cameron_Boyce,dev,tst,id10122
id10122\SdWoQGTJpVw\00001.wav,Cameron_Boyce/SdWoQGTJpVw,47.5,53.6,Cameron_Boyce,dev,trn,id10122
id10122\SdWoQGTJpVw\00002.wav,Cameron_Boyce/SdWoQGTJpVw,90.9,98.0,Cameron_Boyce,dev,trn,id10122
id10122\SdWoQGTJpVw\00008.wav,Cameron_Boyce/SdWoQGTJpVw,281.9,288.3,Cameron_Boyce,dev,trn,id10122
id10122\VOQi3645_Jc\00001.wav,Cameron_Boyce/VOQi3645_Jc,107.3,114.1,Cameron_Boyce,dev,trn,id10122
id10122\WQBa3omfC9U\00001.wav,Cameron_Boyce/WQBa3omfC9U,195.0,202.3,Cameron_Boyce,dev,trn,id10122
id10122\WQBa3omfC9U\00004.wav,Cameron_Boyce/WQBa3omfC9U,289.9,297.4,Cameron_Boyce,dev,trn,id10122
id10122\hxbtjnmi2SQ\00003.wav,Cameron_Boyce/hxbtjnmi2SQ,88.4,95.7,Cameron_Boyce,dev,trn,id10122
id10122\qWcCvbK9mLg\00002.wav,Cameron_Boyce/qWcCvbK9mLg,75.4,81.8,Cameron_Boyce,dev,trn,id10122
id10122\qWcCvbK9mLg\00003.wav,Cameron_Boyce/qWcCvbK9mLg,111.8,117.8,Cameron_Boyce,dev,trn,id10122
id10122\qWcCvbK9mLg\00004.wav,Cameron_Boyce/qWcCvbK9mLg,152.9,162.7,Cameron_Boyce,dev,trn,id10122
id10125\08wOLi1Nwsc\00004.wav,Candice_Patton/08wOLi1Nwsc,166.4,175.8,Candice_Patton,dev,dev,id10125
id10125\2fNrBNaY1m8\00001.wav,Candice_Patton/2fNrBNaY1m8,206.4,212.6,Candice_Patton,dev,trn,id10125
id10125\5cCOrJUBaug\00003.wav,Candice_Patton/5cCOrJUBaug,54.2,63.8,Candice_Patton,dev,trn,id10125
id10125\90YNetVBMAQ\00002.wav,Candice_Patton/90YNetVBMAQ,43.3,50.5,Candice_Patton,dev,trn,id10125
id10125\90YNetVBMAQ\00004.wav,Candice_Patton/90YNetVBMAQ,128.2,136.2,Candice_Patton,dev,trn,id10125
id10125\AXyiWjtvhk0\00002.wav,Candice_Patton/AXyiWjtvhk0,28.1,37.6,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00002.wav,Candice_Patton/K0ZFbs3I5Ro,31.2,38.3,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00005.wav,Candice_Patton/K0ZFbs3I5Ro,63.6,71.0,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00006.wav,Candice_Patton/K0ZFbs3I5Ro,81.9,88.7,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00011.wav,Candice_Patton/K0ZFbs3I5Ro,180.7,187.7,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00013.wav,Candice_Patton/K0ZFbs3I5Ro,198.0,207.4,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00017.wav,Candice_Patton/K0ZFbs3I5Ro,246.3,255.1,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00019.wav,Candice_Patton/K0ZFbs3I5Ro,297.5,305.1,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00025.wav,Candice_Patton/K0ZFbs3I5Ro,418.7,425.3,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00031.wav,Candice_Patton/K0ZFbs3I5Ro,550.1,557.9,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00036.wav,Candice_Patton/K0ZFbs3I5Ro,652.0,660.5,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00037.wav,Candice_Patton/K0ZFbs3I5Ro,660.9,667.2,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00039.wav,Candice_Patton/K0ZFbs3I5Ro,686.0,693.3,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00043.wav,Candice_Patton/K0ZFbs3I5Ro,736.1,744.9,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00044.wav,Candice_Patton/K0ZFbs3I5Ro,755.6,765.5,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00046.wav,Candice_Patton/K0ZFbs3I5Ro,809.1,818.2,Candice_Patton,dev,trn,id10125
id10125\K0ZFbs3I5Ro\00047.wav,Candice_Patton/K0ZFbs3I5Ro,820.7,828.0,Candice_Patton,dev,trn,id10125
id10125\QPHNXybdpdM\00001.wav,Candice_Patton/QPHNXybdpdM,25.6,33.4,Candice_Patton,dev,trn,id10125
id10125\QPHNXybdpdM\00003.wav,Candice_Patton/QPHNXybdpdM,44.5,52.7,Candice_Patton,dev,trn,id10125
id10125\QPHNXybdpdM\00004.wav,Candice_Patton/QPHNXybdpdM,53.8,62.0,Candice_Patton,dev,trn,id10125
id10125\QPHNXybdpdM\00006.wav,Candice_Patton/QPHNXybdpdM,72.2,78.3,Candice_Patton,dev,trn,id10125
id10125\QPHNXybdpdM\00008.wav,Candice_Patton/QPHNXybdpdM,247.1,253.7,Candice_Patton,dev,trn,id10125
id10125\XRrAUnwmvII\00003.wav,Candice_Patton/XRrAUnwmvII,37.1,46.9,Candice_Patton,dev,trn,id10125
id10125\Y4a_LeHg1YQ\00003.wav,Candice_Patton/Y4a_LeHg1YQ,105.7,112.3,Candice_Patton,dev,trn,id10125
id10125\eL9vit9ZOmE\00002.wav,Candice_Patton/eL9vit9ZOmE,32.3,40.1,Candice_Patton,dev,trn,id10125
id10125\eL9vit9ZOmE\00007.wav,Candice_Patton/eL9vit9ZOmE,153.0,162.0,Candice_Patton,dev,trn,id10125
id10125\eL9vit9ZOmE\00009.wav,Candice_Patton/eL9vit9ZOmE,168.6,175.8,Candice_Patton,dev,trn,id10125
id10125\eL9vit9ZOmE\00012.wav,Candice_Patton/eL9vit9ZOmE,274.4,281.1,Candice_Patton,dev,trn,id10125
id10125\eL9vit9ZOmE\00014.wav,Candice_Patton/eL9vit9ZOmE,325.5,333.3,Candice_Patton,dev,trn,id10125
id10125\eL9vit9ZOmE\00016.wav,Candice_Patton/eL9vit9ZOmE,384.7,392.0,Candice_Patton,dev,trn,id10125
id10125\eL9vit9ZOmE\00017.wav,Candice_Patton/eL9vit9ZOmE,403.3,410.9,Candice_Patton,dev,trn,id10125
id10125\iSGLirjPyfo\00001.wav,Candice_Patton/iSGLirjPyfo,7.4,17.4,Candice_Patton,dev,trn,id10125
id10125\iSGLirjPyfo\00002.wav,Candice_Patton/iSGLirjPyfo,34.4,43.5,Candice_Patton,dev,trn,id10125
id10125\iSGLirjPyfo\00003.wav,Candice_Patton/iSGLirjPyfo,67.3,75.0,Candice_Patton,dev,trn,id10125
id10125\iSGLirjPyfo\00007.wav,Candice_Patton/iSGLirjPyfo,186.8,194.8,Candice_Patton,dev,trn,id10125
id10125\iyHOYmDAYio\00001.wav,Candice_Patton/iyHOYmDAYio,188.8,195.2,Candice_Patton,dev,tst,id10125
id10125\mtx9LVul6Fc\00001.wav,Candice_Patton/mtx9LVul6Fc,72.4,81.2,Candice_Patton,dev,trn,id10125
id10125\rX1H5GLTRSI\00003.wav,Candice_Patton/rX1H5GLTRSI,274.8,281.7,Candice_Patton,dev,trn,id10125
id10126\1nHa056iG1E\00001.wav,Caroline_Rhea/1nHa056iG1E,79.6,85.6,Caroline_Rhea,dev,tst,id10126
id10126\1nHa056iG1E\00002.wav,Caroline_Rhea/1nHa056iG1E,220.6,227.1,Caroline_Rhea,dev,tst,id10126
id10126\1nHa056iG1E\00005.wav,Caroline_Rhea/1nHa056iG1E,478.4,485.1,Caroline_Rhea,dev,tst,id10126
id10126\1nHa056iG1E\00006.wav,Caroline_Rhea/1nHa056iG1E,598.2,606.2,Caroline_Rhea,dev,tst,id10126
id10126\1nHa056iG1E\00011.wav,Caroline_Rhea/1nHa056iG1E,775.8,783.9,Caroline_Rhea,dev,tst,id10126
id10126\ONAdksea3qc\00002.wav,Caroline_Rhea/ONAdksea3qc,22.8,30.2,Caroline_Rhea,dev,trn,id10126
id10126\PBv2wP4ry-U\00001.wav,Caroline_Rhea/PBv2wP4ry-U,1.1,8.6,Caroline_Rhea,dev,trn,id10126
id10126\QuJSHMyOHKs\00001.wav,Caroline_Rhea/QuJSHMyOHKs,242.4,249.6,Caroline_Rhea,dev,trn,id10126
id10126\aHBeInJvdkk\00001.wav,Caroline_Rhea/aHBeInJvdkk,48.4,56.0,Caroline_Rhea,dev,trn,id10126
id10126\aHBeInJvdkk\00002.wav,Caroline_Rhea/aHBeInJvdkk,84.0,93.0,Caroline_Rhea,dev,trn,id10126
id10126\hp5-mSejhS8\00001.wav,Caroline_Rhea/hp5-mSejhS8,2.8,10.6,Caroline_Rhea,dev,trn,id10126
id10126\jFWWBcFVW-o\00001.wav,Caroline_Rhea/jFWWBcFVW-o,10.1,18.7,Caroline_Rhea,dev,trn,id10126
id10126\pcRnA4g7gKc\00001.wav,Caroline_Rhea/pcRnA4g7gKc,5.0,11.1,Caroline_Rhea,dev,trn,id10126
id10126\pcRnA4g7gKc\00007.wav,Caroline_Rhea/pcRnA4g7gKc,168.4,174.9,Caroline_Rhea,dev,trn,id10126
id10126\pcRnA4g7gKc\00009.wav,Caroline_Rhea/pcRnA4g7gKc,246.9,253.1,Caroline_Rhea,dev,trn,id10126
id10126\pcRnA4g7gKc\00010.wav,Caroline_Rhea/pcRnA4g7gKc,263.2,269.3,Caroline_Rhea,dev,trn,id10126
id10126\pcRnA4g7gKc\00014.wav,Caroline_Rhea/pcRnA4g7gKc,430.1,436.5,Caroline_Rhea,dev,trn,id10126
id10126\pxUF7wuXtMQ\00002.wav,Caroline_Rhea/pxUF7wuXtMQ,120.6,126.6,Caroline_Rhea,dev,dev,id10126
id10126\pxUF7wuXtMQ\00004.wav,Caroline_Rhea/pxUF7wuXtMQ,120.4,126.8,Caroline_Rhea,dev,dev,id10126
id10130\7bsVPobprgw\00001.wav,Carrie_Underwood/7bsVPobprgw,83.2,91.1,Carrie_Underwood,dev,trn,id10130
id10130\AoXjaB0rrDs\00001.wav,Carrie_Underwood/AoXjaB0rrDs,84.1,90.2,Carrie_Underwood,dev,trn,id10130
id10130\CpRZ_HdlsS0\00001.wav,Carrie_Underwood/CpRZ_HdlsS0,31.1,40.4,Carrie_Underwood,dev,trn,id10130
id10130\CpRZ_HdlsS0\00007.wav,Carrie_Underwood/CpRZ_HdlsS0,111.0,117.4,Carrie_Underwood,dev,trn,id10130
id10130\GGEFDMP36o8\00003.wav,Carrie_Underwood/GGEFDMP36o8,95.3,105.2,Carrie_Underwood,dev,trn,id10130
id10130\GGEFDMP36o8\00004.wav,Carrie_Underwood/GGEFDMP36o8,117.4,124.3,Carrie_Underwood,dev,trn,id10130
id10130\GGEFDMP36o8\00005.wav,Carrie_Underwood/GGEFDMP36o8,128.4,136.5,Carrie_Underwood,dev,trn,id10130
id10130\GGEFDMP36o8\00009.wav,Carrie_Underwood/GGEFDMP36o8,174.5,182.6,Carrie_Underwood,dev,trn,id10130
id10130\GGEFDMP36o8\00012.wav,Carrie_Underwood/GGEFDMP36o8,221.3,230.5,Carrie_Underwood,dev,trn,id10130
id10130\GGEFDMP36o8\00014.wav,Carrie_Underwood/GGEFDMP36o8,249.8,257.7,Carrie_Underwood,dev,trn,id10130
id10130\MQWrnzNZlLQ\00001.wav,Carrie_Underwood/MQWrnzNZlLQ,21.4,29.4,Carrie_Underwood,dev,trn,id10130
id10130\MQWrnzNZlLQ\00004.wav,Carrie_Underwood/MQWrnzNZlLQ,281.0,288.9,Carrie_Underwood,dev,trn,id10130
id10130\MQWrnzNZlLQ\00005.wav,Carrie_Underwood/MQWrnzNZlLQ,289.1,295.1,Carrie_Underwood,dev,trn,id10130
id10130\MQWrnzNZlLQ\00007.wav,Carrie_Underwood/MQWrnzNZlLQ,349.6,356.1,Carrie_Underwood,dev,trn,id10130
id10130\MQWrnzNZlLQ\00009.wav,Carrie_Underwood/MQWrnzNZlLQ,380.2,386.6,Carrie_Underwood,dev,trn,id10130
id10130\PClPPPlzqS4\00001.wav,Carrie_Underwood/PClPPPlzqS4,191.2,198.0,Carrie_Underwood,dev,dev,id10130
id10130\PClPPPlzqS4\00003.wav,Carrie_Underwood/PClPPPlzqS4,311.2,319.2,Carrie_Underwood,dev,dev,id10130
id10130\Re-ORTo0tWo\00004.wav,Carrie_Underwood/Re-ORTo0tWo,92.5,101.3,Carrie_Underwood,dev,tst,id10130
id10130\UVCY9tVh_40\00002.wav,Carrie_Underwood/UVCY9tVh_40,19.0,25.2,Carrie_Underwood,dev,trn,id10130
id10130\Z-bPrDRGq2w\00002.wav,Carrie_Underwood/Z-bPrDRGq2w,29.4,37.9,Carrie_Underwood,dev,trn,id10130
id10130\Z-bPrDRGq2w\00005.wav,Carrie_Underwood/Z-bPrDRGq2w,152.2,161.4,Carrie_Underwood,dev,trn,id10130
id10130\Z-bPrDRGq2w\00009.wav,Carrie_Underwood/Z-bPrDRGq2w,224.8,230.8,Carrie_Underwood,dev,trn,id10130
id10130\Z-bPrDRGq2w\00010.wav,Carrie_Underwood/Z-bPrDRGq2w,251.8,257.8,Carrie_Underwood,dev,trn,id10130
id10130\Z-bPrDRGq2w\00016.wav,Carrie_Underwood/Z-bPrDRGq2w,423.2,430.4,Carrie_Underwood,dev,trn,id10130
id10130\Z-bPrDRGq2w\00018.wav,Carrie_Underwood/Z-bPrDRGq2w,462.4,470.5,Carrie_Underwood,dev,trn,id10130
id10130\bWizNnWykOY\00001.wav,Carrie_Underwood/bWizNnWykOY,20.3,27.2,Carrie_Underwood,dev,trn,id10130
id10130\bWizNnWykOY\00003.wav,Carrie_Underwood/bWizNnWykOY,44.0,51.5,Carrie_Underwood,dev,trn,id10130
id10130\bWizNnWykOY\00005.wav,Carrie_Underwood/bWizNnWykOY,99.0,107.7,Carrie_Underwood,dev,trn,id10130
id10130\bWizNnWykOY\00009.wav,Carrie_Underwood/bWizNnWykOY,174.0,182.6,Carrie_Underwood,dev,trn,id10130
id10130\bWizNnWykOY\00011.wav,Carrie_Underwood/bWizNnWykOY,220.0,229.8,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00001.wav,Carrie_Underwood/h9KoJZqOu1o,74.0,82.2,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00004.wav,Carrie_Underwood/h9KoJZqOu1o,256.3,266.1,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00006.wav,Carrie_Underwood/h9KoJZqOu1o,382.9,388.9,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00007.wav,Carrie_Underwood/h9KoJZqOu1o,452.8,459.4,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00009.wav,Carrie_Underwood/h9KoJZqOu1o,484.7,491.3,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00013.wav,Carrie_Underwood/h9KoJZqOu1o,676.2,684.6,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00014.wav,Carrie_Underwood/h9KoJZqOu1o,748.9,756.0,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00015.wav,Carrie_Underwood/h9KoJZqOu1o,795.8,805.8,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00017.wav,Carrie_Underwood/h9KoJZqOu1o,912.6,919.2,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00018.wav,Carrie_Underwood/h9KoJZqOu1o,919.9,926.5,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00019.wav,Carrie_Underwood/h9KoJZqOu1o,998.5,1007.9,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00020.wav,Carrie_Underwood/h9KoJZqOu1o,1125.2,1133.2,Carrie_Underwood,dev,trn,id10130
id10130\h9KoJZqOu1o\00022.wav,Carrie_Underwood/h9KoJZqOu1o,1228.0,1234.1,Carrie_Underwood,dev,trn,id10130
id10130\jSk2E2EEdFs\00002.wav,Carrie_Underwood/jSk2E2EEdFs,99.8,106.0,Carrie_Underwood,dev,trn,id10130
id10130\jSk2E2EEdFs\00003.wav,Carrie_Underwood/jSk2E2EEdFs,214.7,224.5,Carrie_Underwood,dev,trn,id10130
id10130\lGhMBZ3bdw0\00005.wav,Carrie_Underwood/lGhMBZ3bdw0,59.6,66.2,Carrie_Underwood,dev,trn,id10130
id10130\m12HTgY-Z2Y\00002.wav,Carrie_Underwood/m12HTgY-Z2Y,56.4,64.7,Carrie_Underwood,dev,trn,id10130
id10130\m12HTgY-Z2Y\00003.wav,Carrie_Underwood/m12HTgY-Z2Y,95.8,102.2,Carrie_Underwood,dev,trn,id10130
