segment,uri,start,end,speaker,verification,identification
id10321\oinBZMkxgts\00049.wav,Fred_Williamson/oinBZMkxgts,1203.2,1212.7,Fred_Williamson,dev,trn
id10321\oinBZMkxgts\00050.wav,Fred_Williamson/oinBZMkxgts,1213.8,1223.8,Fred_Williamson,dev,trn
id10321\oinBZMkxgts\00052.wav,Fred_Williamson/oinBZMkxgts,1252.2,1258.2,Fred_Williamson,dev,trn
id10321\oinBZMkxgts\00053.wav,Fred_Williamson/oinBZMkxgts,1260.6,1269.9,Fred_Williamson,dev,trn
id10321\oinBZMkxgts\00054.wav,Fred_Williamson/oinBZMkxgts,1283.5,1291.0,Fred_Williamson,dev,trn
id10321\qAkrKOCOAdc\00001.wav,Fred_Williamson/qAkrKOCOAdc,41.8,54.7,Fred_Williamson,dev,trn
id10321\qAkrKOCOAdc\00003.wav,Fred_Williamson/qAkrKOCOAdc,69.5,77.4,Fred_Williamson,dev,trn
id10321\qAkrKOCOAdc\00004.wav,Fred_Williamson/qAkrKOCOAdc,111.2,118.2,Fred_Williamson,dev,trn
id10321\qAkrKOCOAdc\00005.wav,Fred_Williamson/qAkrKOCOAdc,315.5,322.6,Fred_Williamson,dev,trn
id10321\qAkrKOCOAdc\00006.wav,Fred_Williamson/qAkrKOCOAdc,403.2,410.4,Fred_Williamson,dev,trn
id10321\x6bYDSh6EQI\00002.wav,Fred_Williamson/x6bYDSh6EQI,82.4,88.6,Fred_Williamson,dev,trn
id10321\x6bYDSh6EQI\00003.wav,Fred_Williamson/x6bYDSh6EQI,109.2,139.3,Fred_Williamson,dev,trn
id10321\x6bYDSh6EQI\00004.wav,Fred_Williamson/x6bYDSh6EQI,169.0,179.8,Fred_Williamson,dev,trn
id10321\x6bYDSh6EQI\00006.wav,Fred_Williamson/x6bYDSh6EQI,227.4,236.1,Fred_Williamson,dev,trn
id10324\1BN1Twr0pDM\00001.wav,Freida_Pinto/1BN1Twr0pDM,21.8,38.2,Freida_Pinto,dev,trn
id10324\1BN1Twr0pDM\00002.wav,Freida_Pinto/1BN1Twr0pDM,38.6,54.2,Freida_Pinto,dev,trn
id10324\1BN1Twr0pDM\00003.wav,Freida_Pinto/1BN1Twr0pDM,206.3,212.7,Freida_Pinto,dev,trn
id10324\49dNaFf6l-4\00001.wav,Freida_Pinto/49dNaFf6l-4,8.7,19.6,Freida_Pinto,dev,dev
id10324\49dNaFf6l-4\00002.wav,Freida_Pinto/49dNaFf6l-4,57.8,64.6,Freida_Pinto,dev,dev
id10324\49dNaFf6l-4\00003.wav,Freida_Pinto/49dNaFf6l-4,95.0,101.6,Freida_Pinto,dev,dev
id10324\49dNaFf6l-4\00005.wav,Freida_Pinto/49dNaFf6l-4,134.5,140.9,Freida_Pinto,dev,dev
id10324\4ZjZnQ1sITc\00001.wav,Freida_Pinto/4ZjZnQ1sITc,390.7,398.7,Freida_Pinto,dev,trn
id10324\B1nRjIlyftI\00003.wav,Freida_Pinto/B1nRjIlyftI,154.8,167.9,Freida_Pinto,dev,trn
id10324\B1nRjIlyftI\00006.wav,Freida_Pinto/B1nRjIlyftI,308.1,314.8,Freida_Pinto,dev,trn
id10324\DE089Obo6L4\00001.wav,Freida_Pinto/DE089Obo6L4,39.1,46.7,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00001.wav,Freida_Pinto/DNFEqtSReEg,56.8,105.1,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00003.wav,Freida_Pinto/DNFEqtSReEg,139.7,154.2,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00004.wav,Freida_Pinto/DNFEqtSReEg,161.6,168.8,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00005.wav,Freida_Pinto/DNFEqtSReEg,186.8,203.6,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00006.wav,Freida_Pinto/DNFEqtSReEg,203.9,222.1,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00007.wav,Freida_Pinto/DNFEqtSReEg,227.3,237.2,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00008.wav,Freida_Pinto/DNFEqtSReEg,259.4,277.4,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00009.wav,Freida_Pinto/DNFEqtSReEg,277.9,285.7,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00010.wav,Freida_Pinto/DNFEqtSReEg,294.2,302.5,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00011.wav,Freida_Pinto/DNFEqtSReEg,308.4,346.2,Freida_Pinto,dev,trn
id10324\DNFEqtSReEg\00012.wav,Freida_Pinto/DNFEqtSReEg,348.0,355.4,Freida_Pinto,dev,trn
id10324\HtgtWx26e1A\00001.wav,Freida_Pinto/HtgtWx26e1A,222.6,240.9,Freida_Pinto,dev,trn
id10324\K_lzm3-49Ok\00005.wav,Freida_Pinto/K_lzm3-49Ok,80.7,89.8,Freida_Pinto,dev,trn
id10324\K_lzm3-49Ok\00006.wav,Freida_Pinto/K_lzm3-49Ok,94.6,105.3,Freida_Pinto,dev,trn
id10324\MpuKSBib3-8\00001.wav,Freida_Pinto/MpuKSBib3-8,12.8,19.0,Freida_Pinto,dev,trn
id10324\Q7_tcoLIaMk\00002.wav,Freida_Pinto/Q7_tcoLIaMk,131.8,143.0,Freida_Pinto,dev,tst
id10324\Q7_tcoLIaMk\00003.wav,Freida_Pinto/Q7_tcoLIaMk,144.0,155.7,Freida_Pinto,dev,tst
id10324\Q7_tcoLIaMk\00004.wav,Freida_Pinto/Q7_tcoLIaMk,159.5,170.2,Freida_Pinto,dev,tst
id10324\QqWuHAKpeeE\00001.wav,Freida_Pinto/QqWuHAKpeeE,12.5,25.8,Freida_Pinto,dev,trn
id10324\QqWuHAKpeeE\00003.wav,Freida_Pinto/QqWuHAKpeeE,56.1,64.0,Freida_Pinto,dev,trn
id10324\QqWuHAKpeeE\00006.wav,Freida_Pinto/QqWuHAKpeeE,81.0,87.4,Freida_Pinto,dev,trn
id10324\QqWuHAKpeeE\00008.wav,Freida_Pinto/QqWuHAKpeeE,163.4,169.4,Freida_Pinto,dev,trn
id10324\T0wl7HJdrUw\00001.wav,Freida_Pinto/T0wl7HJdrUw,112.9,130.3,Freida_Pinto,dev,trn
id10324\T0wl7HJdrUw\00002.wav,Freida_Pinto/T0wl7HJdrUw,132.5,142.6,Freida_Pinto,dev,trn
id10324\T0wl7HJdrUw\00003.wav,Freida_Pinto/T0wl7HJdrUw,142.7,150.7,Freida_Pinto,dev,trn
id10324\ZHxrVEoB67Q\00003.wav,Freida_Pinto/ZHxrVEoB67Q,54.5,61.1,Freida_Pinto,dev,trn
id10324\fTl25XI6GN0\00001.wav,Freida_Pinto/fTl25XI6GN0,95.7,108.2,Freida_Pinto,dev,trn
id10324\jFe5HnJWW_s\00001.wav,Freida_Pinto/jFe5HnJWW_s,5.2,20.0,Freida_Pinto,dev,trn
id10324\jFe5HnJWW_s\00002.wav,Freida_Pinto/jFe5HnJWW_s,20.3,29.4,Freida_Pinto,dev,trn
id10324\jFe5HnJWW_s\00003.wav,Freida_Pinto/jFe5HnJWW_s,31.8,51.3,Freida_Pinto,dev,trn
id10324\jFe5HnJWW_s\00004.wav,Freida_Pinto/jFe5HnJWW_s,54.2,62.4,Freida_Pinto,dev,trn
id10324\jFe5HnJWW_s\00005.wav,Freida_Pinto/jFe5HnJWW_s,55.7,67.5,Freida_Pinto,dev,trn
id10324\jx1tdxlQpB0\00002.wav,Freida_Pinto/jx1tdxlQpB0,17.8,25.2,Freida_Pinto,dev,trn
id10324\jx1tdxlQpB0\00004.wav,Freida_Pinto/jx1tdxlQpB0,85.1,94.5,Freida_Pinto,dev,trn
id10324\jx1tdxlQpB0\00005.wav,Freida_Pinto/jx1tdxlQpB0,94.7,102.1,Freida_Pinto,dev,trn
id10324\jx1tdxlQpB0\00006.wav,Freida_Pinto/jx1tdxlQpB0,166.4,182.4,Freida_Pinto,dev,trn
id10324\m-VLgnx_D4U\00003.wav,Freida_Pinto/m-VLgnx_D4U,174.2,181.5,Freida_Pinto,dev,trn
id10324\q68hf87novc\00001.wav,Freida_Pinto/q68hf87novc,14.9,22.6,Freida_Pinto,dev,trn
id10324\q68hf87novc\00003.wav,Freida_Pinto/q68hf87novc,62.0,73.8,Freida_Pinto,dev,trn
id10324\q68hf87novc\00004.wav,Freida_Pinto/q68hf87novc,76.2,93.7,Freida_Pinto,dev,trn
id10324\q68hf87novc\00008.wav,Freida_Pinto/q68hf87novc,175.9,185.8,Freida_Pinto,dev,trn
id10324\q68hf87novc\00013.wav,Freida_Pinto/q68hf87novc,740.8,749.3,Freida_Pinto,dev,trn
id10324\v6vXEKsMYgs\00003.wav,Freida_Pinto/v6vXEKsMYgs,46.6,52.6,Freida_Pinto,dev,trn
id10324\v6vXEKsMYgs\00004.wav,Freida_Pinto/v6vXEKsMYgs,99.6,114.2,Freida_Pinto,dev,trn
id10324\woiB_ALXZ7c\00003.wav,Freida_Pinto/woiB_ALXZ7c,90.0,110.1,Freida_Pinto,dev,trn
id10324\woiB_ALXZ7c\00005.wav,Freida_Pinto/woiB_ALXZ7c,141.0,148.1,Freida_Pinto,dev,trn
id10324\ys0-pLK_Ygs\00009.wav,Freida_Pinto/ys0-pLK_Ygs,313.4,320.7,Freida_Pinto,dev,trn
id10324\ys0-pLK_Ygs\00014.wav,Freida_Pinto/ys0-pLK_Ygs,574.4,583.2,Freida_Pinto,dev,trn
id10324\ys0-pLK_Ygs\00015.wav,Freida_Pinto/ys0-pLK_Ygs,610.5,616.7,Freida_Pinto,dev,trn
id10324\ys0-pLK_Ygs\00017.wav,Freida_Pinto/ys0-pLK_Ygs,676.7,684.5,Freida_Pinto,dev,trn
id10324\ys0-pLK_Ygs\00018.wav,Freida_Pinto/ys0-pLK_Ygs,725.7,734.1,Freida_Pinto,dev,trn
id10324\zo4Uv-dchPQ\00003.wav,Freida_Pinto/zo4Uv-dchPQ,216.6,223.0,Freida_Pinto,dev,trn
id10328\0u-gr1_x7oY\00001.wav,Gaspard_Ulliel/0u-gr1_x7oY,163.0,183.1,Gaspard_Ulliel,dev,trn
id10328\0u-gr1_x7oY\00003.wav,Gaspard_Ulliel/0u-gr1_x7oY,190.7,202.4,Gaspard_Ulliel,dev,trn
id10328\3ih8zf0APgU\00003.wav,Gaspard_Ulliel/3ih8zf0APgU,197.1,204.2,Gaspard_Ulliel,dev,trn
id10328\3ih8zf0APgU\00004.wav,Gaspard_Ulliel/3ih8zf0APgU,218.7,226.0,Gaspard_Ulliel,dev,trn
id10328\4Aobq3ON3Ak\00001.wav,Gaspard_Ulliel/4Aobq3ON3Ak,31.6,38.6,Gaspard_Ulliel,dev,trn
id10328\4Aobq3ON3Ak\00006.wav,Gaspard_Ulliel/4Aobq3ON3Ak,118.1,124.3,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00001.wav,Gaspard_Ulliel/Amta5qpAl0M,19.9,26.4,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00004.wav,Gaspard_Ulliel/Amta5qpAl0M,47.5,61.4,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00005.wav,Gaspard_Ulliel/Amta5qpAl0M,68.0,83.4,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00006.wav,Gaspard_Ulliel/Amta5qpAl0M,98.0,119.6,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00008.wav,Gaspard_Ulliel/Amta5qpAl0M,141.6,154.1,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00009.wav,Gaspard_Ulliel/Amta5qpAl0M,160.9,169.2,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00010.wav,Gaspard_Ulliel/Amta5qpAl0M,179.0,188.6,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00011.wav,Gaspard_Ulliel/Amta5qpAl0M,190.0,196.5,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00012.wav,Gaspard_Ulliel/Amta5qpAl0M,197.8,205.8,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00013.wav,Gaspard_Ulliel/Amta5qpAl0M,207.0,218.5,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00017.wav,Gaspard_Ulliel/Amta5qpAl0M,254.8,261.8,Gaspard_Ulliel,dev,trn
id10328\Amta5qpAl0M\00018.wav,Gaspard_Ulliel/Amta5qpAl0M,278.2,285.4,Gaspard_Ulliel,dev,trn
id10328\FHvbnY4GAaU\00001.wav,Gaspard_Ulliel/FHvbnY4GAaU,158.2,168.7,Gaspard_Ulliel,dev,trn
id10328\FHvbnY4GAaU\00002.wav,Gaspard_Ulliel/FHvbnY4GAaU,169.3,185.4,Gaspard_Ulliel,dev,trn
id10328\IJt3DtgNyzk\00004.wav,Gaspard_Ulliel/IJt3DtgNyzk,110.9,117.0,Gaspard_Ulliel,dev,trn
id10328\IJt3DtgNyzk\00005.wav,Gaspard_Ulliel/IJt3DtgNyzk,129.1,135.3,Gaspard_Ulliel,dev,trn
id10328\IJt3DtgNyzk\00009.wav,Gaspard_Ulliel/IJt3DtgNyzk,294.8,301.6,Gaspard_Ulliel,dev,trn
id10328\JjWCmA99brI\00001.wav,Gaspard_Ulliel/JjWCmA99brI,63.2,70.8,Gaspard_Ulliel,dev,trn
id10328\JjWCmA99brI\00003.wav,Gaspard_Ulliel/JjWCmA99brI,83.4,91.7,Gaspard_Ulliel,dev,trn
id10328\JjWCmA99brI\00004.wav,Gaspard_Ulliel/JjWCmA99brI,92.1,98.9,Gaspard_Ulliel,dev,trn
id10328\JjWCmA99brI\00005.wav,Gaspard_Ulliel/JjWCmA99brI,100.6,107.0,Gaspard_Ulliel,dev,trn
id10328\JjWCmA99brI\00006.wav,Gaspard_Ulliel/JjWCmA99brI,108.1,123.7,Gaspard_Ulliel,dev,trn
id10328\JjWCmA99brI\00007.wav,Gaspard_Ulliel/JjWCmA99brI,128.6,137.3,Gaspard_Ulliel,dev,trn
id10328\gPnwTYeOukw\00001.wav,Gaspard_Ulliel/gPnwTYeOukw,3.8,11.5,Gaspard_Ulliel,dev,trn
id10328\hXxRwxti6pE\00001.wav,Gaspard_Ulliel/hXxRwxti6pE,135.3,141.8,Gaspard_Ulliel,dev,trn
id10328\hZDXoc_ETtU\00001.wav,Gaspard_Ulliel/hZDXoc_ETtU,11.8,18.7,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00001.wav,Gaspard_Ulliel/pCe311Fs8gM,44.2,51.0,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00002.wav,Gaspard_Ulliel/pCe311Fs8gM,64.8,71.2,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00003.wav,Gaspard_Ulliel/pCe311Fs8gM,90.7,97.9,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00005.wav,Gaspard_Ulliel/pCe311Fs8gM,172.7,180.8,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00006.wav,Gaspard_Ulliel/pCe311Fs8gM,232.1,239.4,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00007.wav,Gaspard_Ulliel/pCe311Fs8gM,366.2,376.3,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00013.wav,Gaspard_Ulliel/pCe311Fs8gM,540.1,548.3,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00014.wav,Gaspard_Ulliel/pCe311Fs8gM,571.0,581.2,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00016.wav,Gaspard_Ulliel/pCe311Fs8gM,667.9,678.6,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00017.wav,Gaspard_Ulliel/pCe311Fs8gM,678.7,685.2,Gaspard_Ulliel,dev,trn
id10328\pCe311Fs8gM\00018.wav,Gaspard_Ulliel/pCe311Fs8gM,712.0,723.6,Gaspard_Ulliel,dev,trn
id10328\q5-OKPgvpaA\00003.wav,Gaspard_Ulliel/q5-OKPgvpaA,457.5,464.8,Gaspard_Ulliel,dev,trn
id10328\qgupKSRlij0\00002.wav,Gaspard_Ulliel/qgupKSRlij0,413.4,419.5,Gaspard_Ulliel,dev,tst
id10328\qgupKSRlij0\00003.wav,Gaspard_Ulliel/qgupKSRlij0,645.0,657.9,Gaspard_Ulliel,dev,tst
id10328\qgupKSRlij0\00005.wav,Gaspard_Ulliel/qgupKSRlij0,1238.9,1245.8,Gaspard_Ulliel,dev,tst
id10328\rBtyusAwxf8\00002.wav,Gaspard_Ulliel/rBtyusAwxf8,33.6,40.5,Gaspard_Ulliel,dev,trn
id10336\FkyvXlj-hec\00001.wav,Gina_Carano/FkyvXlj-hec,8.1,14.6,Gina_Carano,dev,tst
id10336\FkyvXlj-hec\00002.wav,Gina_Carano/FkyvXlj-hec,15.2,22.0,Gina_Carano,dev,tst
id10336\FkyvXlj-hec\00003.wav,Gina_Carano/FkyvXlj-hec,22.7,31.4,Gina_Carano,dev,tst
id10336\FkyvXlj-hec\00004.wav,Gina_Carano/FkyvXlj-hec,31.8,38.6,Gina_Carano,dev,tst
id10336\FkyvXlj-hec\00005.wav,Gina_Carano/FkyvXlj-hec,53.6,63.4,Gina_Carano,dev,tst
id10336\FkyvXlj-hec\00006.wav,Gina_Carano/FkyvXlj-hec,64.1,79.9,Gina_Carano,dev,tst
id10336\G3BoHuCPZZg\00001.wav,Gina_Carano/G3BoHuCPZZg,34.4,44.5,Gina_Carano,dev,trn
id10336\G3BoHuCPZZg\00003.wav,Gina_Carano/G3BoHuCPZZg,89.9,96.2,Gina_Carano,dev,trn
id10336\G3BoHuCPZZg\00004.wav,Gina_Carano/G3BoHuCPZZg,103.8,113.4,Gina_Carano,dev,trn
id10336\G3BoHuCPZZg\00005.wav,Gina_Carano/G3BoHuCPZZg,137.4,144.9,Gina_Carano,dev,trn
id10336\G3BoHuCPZZg\00006.wav,Gina_Carano/G3BoHuCPZZg,146.6,155.1,Gina_Carano,dev,trn
id10336\KfghIN5DYhY\00001.wav,Gina_Carano/KfghIN5DYhY,14.0,27.7,Gina_Carano,dev,trn
id10336\KfghIN5DYhY\00004.wav,Gina_Carano/KfghIN5DYhY,49.7,59.0,Gina_Carano,dev,trn
id10336\KfghIN5DYhY\00005.wav,Gina_Carano/KfghIN5DYhY,87.2,97.2,Gina_Carano,dev,trn
id10336\KfghIN5DYhY\00006.wav,Gina_Carano/KfghIN5DYhY,162.2,175.0,Gina_Carano,dev,trn
id10336\KfghIN5DYhY\00008.wav,Gina_Carano/KfghIN5DYhY,196.6,214.9,Gina_Carano,dev,trn
id10336\OB_gxVfXblo\00001.wav,Gina_Carano/OB_gxVfXblo,61.8,71.8,Gina_Carano,dev,trn
id10336\OB_gxVfXblo\00003.wav,Gina_Carano/OB_gxVfXblo,212.3,222.2,Gina_Carano,dev,trn
id10336\OB_gxVfXblo\00010.wav,Gina_Carano/OB_gxVfXblo,419.6,429.5,Gina_Carano,dev,trn
id10336\OB_gxVfXblo\00013.wav,Gina_Carano/OB_gxVfXblo,556.2,564.8,Gina_Carano,dev,trn
id10336\OB_gxVfXblo\00017.wav,Gina_Carano/OB_gxVfXblo,594.9,604.1,Gina_Carano,dev,trn
id10336\W51c86BxL60\00002.wav,Gina_Carano/W51c86BxL60,19.2,27.9,Gina_Carano,dev,trn
id10336\jwBJ_-P35Pg\00003.wav,Gina_Carano/jwBJ_-P35Pg,106.4,114.4,Gina_Carano,dev,trn
id10336\qXC2nwBSkdY\00001.wav,Gina_Carano/qXC2nwBSkdY,254.6,262.2,Gina_Carano,dev,trn
id10336\ws_5985h7kM\00001.wav,Gina_Carano/ws_5985h7kM,19.4,27.0,Gina_Carano,dev,trn
id10339\AvwuNHw_w6U\00001.wav,Giovanni_Ribisi/AvwuNHw_w6U,124.2,133.9,Giovanni_Ribisi,dev,trn
id10339\Bq3AdVkYE38\00006.wav,Giovanni_Ribisi/Bq3AdVkYE38,158.6,171.2,Giovanni_Ribisi,dev,tst
id10339\Bq3AdVkYE38\00007.wav,Giovanni_Ribisi/Bq3AdVkYE38,358.4,366.0,Giovanni_Ribisi,dev,tst
id10339\CnaMocjfsig\00002.wav,Giovanni_Ribisi/CnaMocjfsig,85.7,93.0,Giovanni_Ribisi,dev,trn
id10339\EZHjsJrcR7Q\00001.wav,Giovanni_Ribisi/EZHjsJrcR7Q,85.5,91.7,Giovanni_Ribisi,dev,trn
id10339\EZHjsJrcR7Q\00002.wav,Giovanni_Ribisi/EZHjsJrcR7Q,96.7,103.5,Giovanni_Ribisi,dev,trn
id10339\EZHjsJrcR7Q\00003.wav,Giovanni_Ribisi/EZHjsJrcR7Q,242.7,251.8,Giovanni_Ribisi,dev,trn
id10339\EhpIg-5GWPE\00002.wav,Giovanni_Ribisi/EhpIg-5GWPE,229.4,243.4,Giovanni_Ribisi,dev,trn
id10339\J2qoVf6KMNs\00001.wav,Giovanni_Ribisi/J2qoVf6KMNs,63.6,72.3,Giovanni_Ribisi,dev,trn
id10339\JwTKcmDoDiE\00001.wav,Giovanni_Ribisi/JwTKcmDoDiE,96.9,103.5,Giovanni_Ribisi,dev,trn
id10339\JwTKcmDoDiE\00002.wav,Giovanni_Ribisi/JwTKcmDoDiE,244.2,251.4,Giovanni_Ribisi,dev,trn
id10339\M0n08-4oSC8\00002.wav,Giovanni_Ribisi/M0n08-4oSC8,77.0,83.7,Giovanni_Ribisi,dev,trn
id10339\QoHv6vKhyKQ\00001.wav,Giovanni_Ribisi/QoHv6vKhyKQ,197.8,209.3,Giovanni_Ribisi,dev,trn
id10339\Qsz5Wb0hszk\00001.wav,Giovanni_Ribisi/Qsz5Wb0hszk,67.8,78.6,Giovanni_Ribisi,dev,trn
id10339\WbzAbbxTbYk\00001.wav,Giovanni_Ribisi/WbzAbbxTbYk,121.4,128.5,Giovanni_Ribisi,dev,dev
id10339\WbzAbbxTbYk\00002.wav,Giovanni_Ribisi/WbzAbbxTbYk,254.0,264.5,Giovanni_Ribisi,dev,dev
id10339\WbzAbbxTbYk\00003.wav,Giovanni_Ribisi/WbzAbbxTbYk,310.0,319.3,Giovanni_Ribisi,dev,dev
id10339\WbzAbbxTbYk\00004.wav,Giovanni_Ribisi/WbzAbbxTbYk,340.8,349.2,Giovanni_Ribisi,dev,dev
id10339\WbzAbbxTbYk\00005.wav,Giovanni_Ribisi/WbzAbbxTbYk,361.0,371.2,Giovanni_Ribisi,dev,dev
id10339\WbzAbbxTbYk\00006.wav,Giovanni_Ribisi/WbzAbbxTbYk,386.3,395.0,Giovanni_Ribisi,dev,dev
id10339\mnA1q7S0QiA\00001.wav,Giovanni_Ribisi/mnA1q7S0QiA,18.0,32.8,Giovanni_Ribisi,dev,trn
id10339\mnA1q7S0QiA\00002.wav,Giovanni_Ribisi/mnA1q7S0QiA,33.5,40.2,Giovanni_Ribisi,dev,trn
id10339\mnA1q7S0QiA\00003.wav,Giovanni_Ribisi/mnA1q7S0QiA,42.6,54.2,Giovanni_Ribisi,dev,trn
id10339\q-N8-zyRa68\00002.wav,Giovanni_Ribisi/q-N8-zyRa68,43.2,49.8,Giovanni_Ribisi,dev,trn
id10339\q-N8-zyRa68\00003.wav,Giovanni_Ribisi/q-N8-zyRa68,91.5,99.0,Giovanni_Ribisi,dev,trn
id10339\q-N8-zyRa68\00006.wav,Giovanni_Ribisi/q-N8-zyRa68,113.7,121.5,Giovanni_Ribisi,dev,trn
id10339\q-N8-zyRa68\00007.wav,Giovanni_Ribisi/q-N8-zyRa68,127.9,134.5,Giovanni_Ribisi,dev,trn
id10339\q-N8-zyRa68\00008.wav,Giovanni_Ribisi/q-N8-zyRa68,155.4,162.9,Giovanni_Ribisi,dev,trn
id10339\q-N8-zyRa68\00014.wav,Giovanni_Ribisi/q-N8-zyRa68,252.5,259.6,Giovanni_Ribisi,dev,trn
id10339\tMmHcSRFLYk\00006.wav,Giovanni_Ribisi/tMmHcSRFLYk,105.4,111.9,Giovanni_Ribisi,dev,trn
id10339\tMmHcSRFLYk\00010.wav,Giovanni_Ribisi/tMmHcSRFLYk,213.7,221.7,Giovanni_Ribisi,dev,trn
id10339\tMmHcSRFLYk\00011.wav,Giovanni_Ribisi/tMmHcSRFLYk,226.5,243.0,Giovanni_Ribisi,dev,trn
id10339\tMmHcSRFLYk\00012.wav,Giovanni_Ribisi/tMmHcSRFLYk,243.9,251.9,Giovanni_Ribisi,dev,trn
id10343\8zl5qeF0aqs\00001.wav,Gloria_Steinem/8zl5qeF0aqs,85.7,96.0,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00001.wav,Gloria_Steinem/DbN5tyZ5IvE,112.5,128.6,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00002.wav,Gloria_Steinem/DbN5tyZ5IvE,129.6,140.3,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00004.wav,Gloria_Steinem/DbN5tyZ5IvE,147.3,161.8,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00006.wav,Gloria_Steinem/DbN5tyZ5IvE,192.9,199.7,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00009.wav,Gloria_Steinem/DbN5tyZ5IvE,248.6,266.2,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00011.wav,Gloria_Steinem/DbN5tyZ5IvE,296.8,308.1,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00012.wav,Gloria_Steinem/DbN5tyZ5IvE,330.0,338.2,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00015.wav,Gloria_Steinem/DbN5tyZ5IvE,405.8,419.6,Gloria_Steinem,dev,trn
id10343\DbN5tyZ5IvE\00016.wav,Gloria_Steinem/DbN5tyZ5IvE,421.3,429.5,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00001.wav,Gloria_Steinem/HoV3UgQBvh4,102.1,112.9,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00003.wav,Gloria_Steinem/HoV3UgQBvh4,157.2,164.7,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00007.wav,Gloria_Steinem/HoV3UgQBvh4,224.4,236.3,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00009.wav,Gloria_Steinem/HoV3UgQBvh4,297.8,307.7,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00011.wav,Gloria_Steinem/HoV3UgQBvh4,387.0,399.8,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00012.wav,Gloria_Steinem/HoV3UgQBvh4,434.3,442.0,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00013.wav,Gloria_Steinem/HoV3UgQBvh4,443.6,455.2,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00014.wav,Gloria_Steinem/HoV3UgQBvh4,465.2,471.9,Gloria_Steinem,dev,trn
id10343\HoV3UgQBvh4\00018.wav,Gloria_Steinem/HoV3UgQBvh4,553.3,559.8,Gloria_Steinem,dev,trn
id10343\NQxx1WJcaE8\00003.wav,Gloria_Steinem/NQxx1WJcaE8,97.2,104.0,Gloria_Steinem,dev,trn
id10343\NQxx1WJcaE8\00004.wav,Gloria_Steinem/NQxx1WJcaE8,107.5,115.5,Gloria_Steinem,dev,trn
id10343\NQxx1WJcaE8\00005.wav,Gloria_Steinem/NQxx1WJcaE8,116.1,124.9,Gloria_Steinem,dev,trn
id10343\NQxx1WJcaE8\00007.wav,Gloria_Steinem/NQxx1WJcaE8,180.9,189.0,Gloria_Steinem,dev,trn
id10343\NQxx1WJcaE8\00011.wav,Gloria_Steinem/NQxx1WJcaE8,280.4,286.9,Gloria_Steinem,dev,trn
