segment,uri,start,end,speaker,verification,identification
id10717\Xqq9mAyYyMo\00006.wav,Lucy_Punch/Xqq9mAyYyMo,129.2,138.8,Lucy_Punch,dev,trn
id10718\M3ZAwFw-KZs\00003.wav,Ludacris/M3ZAwFw-KZs,114.2,122.0,Ludacris,dev,trn
id10719\OTB16zXtV0s\00001.wav,Luke_Arnold/OTB16zXtV0s,1.4,8.4,Luke_Arnold,dev,trn
id10720\4eulQvWc204\00018.wav,Luke_Evans/4eulQvWc204,312.6,319.5,Luke_Evans,dev,trn
id10721\w3oqhrgpjxs\00002.wav,Luke_Newberry/w3oqhrgpjxs,26.6,34.2,Luke_Newberry,dev,trn
id10722\0LHgv5cpRIw\00006.wav,Maggie_Gyllenhaal/0LHgv5cpRIw,249.6,261.7,Maggie_Gyllenhaal,dev,trn
id10723\_bN6uxZG4Io\00004.wav,Malin_Akerman/_bN6uxZG4Io,288.1,295.2,Malin_Akerman,dev,trn
id10724\XVoRDzwHwDU\00003.wav,Mallika_Sherawat/XVoRDzwHwDU,61.7,73.2,Mallika_Sherawat,dev,trn
id10725\QIxLQGFAL5I\00007.wav,Mamie_Gummer/QIxLQGFAL5I,145.7,152.2,Mamie_Gummer,dev,trn
id10726\CGO7jRKDqjM\00004.wav,Mandy_Patinkin/CGO7jRKDqjM,39.9,46.2,Mandy_Patinkin,dev,tst
id10727\Ldjj32L0_xs\00007.wav,Manish_Dayal/Ldjj32L0_xs,68.3,75.5,Manish_Dayal,dev,trn
id10728\kL0_aGgjCZ0\00012.wav,Marc_Blucas/kL0_aGgjCZ0,221.2,231.1,Marc_Blucas,dev,trn
id10729\Ukq_gCgUDWA\00004.wav,Marc_Forster/Ukq_gCgUDWA,107.4,114.6,Marc_Forster,dev,trn
id10730\6hE02990WGs\00002.wav,Marc_Webb/6hE02990WGs,24.0,30.2,Marc_Webb,dev,trn
id10731\R6WRF7R0f-w\00006.wav,Marcia_Cross/R6WRF7R0f-w,201.9,208.5,Marcia_Cross,dev,trn
id10732\0QKWiHI9xnA\00003.wav,Marcia_Gay_Harden/0QKWiHI9xnA,132.0,138.3,Marcia_Gay_Harden,dev,trn
id10733\QZR63hmCe88\00003.wav,Margo_Martindale/QZR63hmCe88,244.2,252.3,Margo_Martindale,dev,trn
id10734\d7w6snSG-oo\00001.wav,Margot_Robbie/d7w6snSG-oo,18.6,27.6,Margot_Robbie,dev,trn
id10735\PCliYhFqC0g\00003.wav,Maria_Bamford/PCliYhFqC0g,172.2,184.2,Maria_Bamford,dev,trn
id10736\gT6RzG6jEIE\00005.wav,Maria_Canals-Barrera/gT6RzG6jEIE,206.3,216.1,Maria_Canals-Barrera,dev,trn
id10737\Km3pnyPytpU\00002.wav,Maria_Grazia_Cucinotta/Km3pnyPytpU,56.6,63.7,Maria_Grazia_Cucinotta,dev,trn
id10738\AviWxHs0Tpg\00001.wav,Maria_Menounos/AviWxHs0Tpg,75.1,81.2,Maria_Menounos,dev,trn
id10739\166zeTZGzbg\00024.wav,Maria_Sharapova/166zeTZGzbg,549.6,572.5,Maria_Sharapova,dev,trn
id10740\_FqC1kkr5Dw\00007.wav,Maria_de_Medeiros/_FqC1kkr5Dw,246.4,252.9,Maria_de_Medeiros,dev,trn
id10741\M91Ry-DP9Pw\00003.wav,Marie_Avgeropoulos/M91Ry-DP9Pw,52.7,59.0,Marie_Avgeropoulos,dev,trn
id10743\CtJgyIilJAQ\00022.wav,Mariel_Hemingway/CtJgyIilJAQ,559.6,566.8,Mariel_Hemingway,dev,trn
id10744\3kG8bWqD8o8\00014.wav,Marilu_Henner/3kG8bWqD8o8,331.0,344.3,Marilu_Henner,dev,trn
id10745\GeM07WoKPRQ\00015.wav,Mario_Casas/GeM07WoKPRQ,924.5,936.5,Mario_Casas,dev,trn
id10746\PBHERBsYv-w\00010.wav,Mario_Lopez/PBHERBsYv-w,1681.4,1690.8,Mario_Lopez,dev,trn
id10747\Blwh5oG-HdE\00008.wav,Marion_Cotillard/Blwh5oG-HdE,153.8,165.3,Marion_Cotillard,dev,trn
id10748\08755wOq7aM\00033.wav,Marion_Ross/08755wOq7aM,737.2,746.4,Marion_Ross,dev,trn
id10749\V91uFuF5y4g\00005.wav,Marisa_Miller/V91uFuF5y4g,288.7,300.5,Marisa_Miller,dev,trn
id10750\3oqzMfP3xTU\00017.wav,Mark_Feuerstein/3oqzMfP3xTU,208.8,217.9,Mark_Feuerstein,dev,trn
id10751\6KjsxA94YI0\00020.wav,Mark_Gatiss/6KjsxA94YI0,436.6,443.4,Mark_Gatiss,dev,trn
id10752\5vqB5lD73dw\00020.wav,Mark_Hamill/5vqB5lD73dw,371.5,391.4,Mark_Hamill,dev,trn
id10753\8e-XM55GGsk\00018.wav,Mark_Harmon/8e-XM55GGsk,307.4,313.7,Mark_Harmon,dev,trn
id10754\8Vye7dodGdA\00011.wav,Mark_Ruffalo/8Vye7dodGdA,433.4,442.9,Mark_Ruffalo,dev,trn
id10755\TDyD4qWf1YI\00005.wav,Mark_Sheppard/TDyD4qWf1YI,104.5,112.2,Mark_Sheppard,dev,trn
id10756\3kvWhMqqhhA\00017.wav,Mark_Strong/3kvWhMqqhhA,299.5,315.0,Mark_Strong,dev,trn
id10758\6sdguNXxtBc\00028.wav,Marla_Gibbs/6sdguNXxtBc,342.2,366.2,Marla_Gibbs,dev,trn
id10759\RuYH2RwWCaQ\00006.wav,Martin_Clunes/RuYH2RwWCaQ,199.0,213.1,Martin_Clunes,dev,trn
id10760\AmnA044pclA\00006.wav,Martin_Henderson/AmnA044pclA,82.1,107.6,Martin_Henderson,dev,trn
id10761\eeqy_kcRRAw\00005.wav,Martin_Kove/eeqy_kcRRAw,101.4,108.6,Martin_Kove,dev,trn
id10762\3sfzgqqtbKM\00008.wav,Martin_Shaw/3sfzgqqtbKM,252.0,258.5,Martin_Shaw,dev,trn
id10763\9PG5m8pGEIQ\00003.wav,Martine_McCutcheon/9PG5m8pGEIQ,72.0,79.5,Martine_McCutcheon,dev,trn
id10764\JTnzZM2du88\00001.wav,Mary-Louise_Parker/JTnzZM2du88,72.5,79.6,Mary-Louise_Parker,dev,trn
id10765\75chAHzoPYw\00008.wav,Mary_Elizabeth_Winstead/75chAHzoPYw,168.1,177.5,Mary_Elizabeth_Winstead,dev,trn
id10766\CZk5wk5fO0A\00002.wav,Mary_Lynn_Rajskub/CZk5wk5fO0A,39.7,48.1,Mary_Lynn_Rajskub,dev,trn
id10767\GCYS3E4Ckqo\00018.wav,Mary_McDonnell/GCYS3E4Ckqo,280.9,295.4,Mary_McDonnell,dev,trn
id10769\DRZbVzlR-RY\00020.wav,Mathieu_Kassovitz/DRZbVzlR-RY,295.8,309.6,Mathieu_Kassovitz,dev,trn
id10770\V9cIYRTFv_8\00004.wav,Mathilda_May/V9cIYRTFv_8,175.3,182.1,Mathilda_May,dev,trn
id10771\Juz7sy6EDIo\00002.wav,Matt_Bomer/Juz7sy6EDIo,86.9,95.0,Matt_Bomer,dev,tst
id10772\L1XqsJMe-2w\00001.wav,Matt_Dallas/L1XqsJMe-2w,29.9,47.6,Matt_Dallas,dev,trn
id10773\GC3MTVUDyj8\00002.wav,Matt_Lanter/GC3MTVUDyj8,209.5,221.6,Matt_Lanter,dev,trn
id10774\RAseM9BZ6QI\00001.wav,Matt_Smith/RAseM9BZ6QI,256.9,263.0,Matt_Smith,dev,trn
id10775\FqSS8v7bpbk\00002.wav,Matthew_Fox/FqSS8v7bpbk,74.1,81.0,Matthew_Fox,dev,trn
id10776\MdlgWiFip0E\00010.wav,Matthew_Goode/MdlgWiFip0E,228.2,236.6,Matthew_Goode,dev,trn
id10777\PjNXMFI7ePg\00014.wav,Matthew_Lillard/PjNXMFI7ePg,219.3,225.7,Matthew_Lillard,dev,trn
id10778\gZsCmCpea24\00002.wav,Matthew_Macfadyen/gZsCmCpea24,211.6,219.0,Matthew_Macfadyen,dev,trn
id10779\G9BNoF7zB1Q\00008.wav,Matthew_Modine/G9BNoF7zB1Q,141.4,151.4,Matthew_Modine,dev,trn
id10780\Ey9BFZlkWyE\00007.wav,Matthew_Morrison/Ey9BFZlkWyE,131.3,138.4,Matthew_Morrison,dev,trn
id10781\I5S-b_h1NE0\00005.wav,Max_Adler/I5S-b_h1NE0,204.8,213.6,Max_Adler,dev,tst
id10782\XFDHAx3vaWI\00001.wav,Max_Irons/XFDHAx3vaWI,103.3,109.8,Max_Irons,dev,trn
id10783\5wjs7zYczO0\00008.wav,Max_Schneider/5wjs7zYczO0,137.8,161.3,Max_Schneider,dev,trn
id10784\zAmqTqqla_A\00009.wav,Max_Thieriot/zAmqTqqla_A,643.4,650.0,Max_Thieriot,dev,trn
id10785\2JBRgkR7qfg\00017.wav,Maya_Rudolph/2JBRgkR7qfg,208.6,215.0,Maya_Rudolph,dev,trn
id10786\CWtlsidCW0w\00004.wav,Meat_Loaf/CWtlsidCW0w,45.0,55.3,Meat_Loaf,dev,trn
id10787\27Wyzt8JJL4\00002.wav,Megan_Fox/27Wyzt8JJL4,83.4,90.8,Megan_Fox,dev,trn
id10788\UE1d3bzmJz4\00006.wav,Meghan_Trainor/UE1d3bzmJz4,219.9,228.2,Meghan_Trainor,dev,trn
id10789\__ln-a8qg5E\00001.wav,Melissa_George/__ln-a8qg5E,40.1,51.1,Melissa_George,dev,trn
id10790\3uNEf8wV728\00011.wav,Melissa_Leo/3uNEf8wV728,244.9,251.7,Melissa_Leo,dev,trn
id10791\5aZV28RSBzY\00002.wav,Melissa_McCarthy/5aZV28RSBzY,22.7,30.7,Melissa_McCarthy,dev,trn
id10792\DFZrcC8SD5c\00007.wav,Melissa_Peterman/DFZrcC8SD5c,79.8,88.0,Melissa_Peterman,dev,trn
id10793\Jl6h8vUSYf4\00004.wav,Melissa_Rauch/Jl6h8vUSYf4,135.2,142.0,Melissa_Rauch,dev,trn
id10794\tSJuyZKSMq0\00004.wav,Melissa_Rycroft/tSJuyZKSMq0,51.6,64.4,Melissa_Rycroft,dev,trn
id10795\XPctn5NSrD0\00002.wav,Melody_Thomas_Scott/XPctn5NSrD0,86.5,131.0,Melody_Thomas_Scott,dev,trn
id10796\1ySH8nlEGwk\00018.wav,Melora_Hardin/1ySH8nlEGwk,297.5,306.3,Melora_Hardin,dev,trn
id10797\BDhnUQwGYAo\00017.wav,Mena_Suvari/BDhnUQwGYAo,901.6,909.3,Mena_Suvari,dev,trn
id10798\cmeFOmIgWvU\00008.wav,Meredith_Baxter/cmeFOmIgWvU,341.6,350.5,Meredith_Baxter,dev,trn
id10799\6ogcBAcPAQU\00010.wav,Mia_Wasikowska/6ogcBAcPAQU,172.9,180.4,Mia_Wasikowska,dev,trn
id10800\BsAkd3KVQ2k\00003.wav,Michael_Bay/BsAkd3KVQ2k,52.6,61.8,Michael_Bay,dev,trn
id10801\Ck_hnVs1rQU\00005.wav,Michael_C._Hall/Ck_hnVs1rQU,175.2,186.5,Michael_C._Hall,dev,trn
id10802\R6dg-JoNu_E\00002.wav,Michael_Cera/R6dg-JoNu_E,80.8,91.3,Michael_Cera,dev,trn
id10803\SAqAvxLmvXA\00003.wav,Michael_Copon/SAqAvxLmvXA,98.7,106.1,Michael_Copon,dev,tst
id10804\9QXota4sh7Q\00008.wav,Michael_Crichton/9QXota4sh7Q,431.6,439.2,Michael_Crichton,dev,trn
id10806\HjT6cU-lHNM\00010.wav,Michael_Jai_White/HjT6cU-lHNM,205.4,216.3,Michael_Jai_White,dev,trn
id10807\QuPFDkFu5gs\00002.wav,Michael_K._Williams/QuPFDkFu5gs,44.0,50.3,Michael_K._Williams,dev,trn
id10808\LoC-EwD54Ng\00002.wav,Michael_Kelly/LoC-EwD54Ng,73.5,101.6,Michael_Kelly,dev,trn
id10810\Df5SU_3RPtE\00009.wav,Michael_Mando/Df5SU_3RPtE,188.3,204.4,Michael_Mando,dev,trn
id10811\gZyyaH3ITq8\00003.wav,Michael_Muhney/gZyyaH3ITq8,67.9,77.1,Michael_Muhney,dev,trn
id10812\I5ZloXyoJeU\00025.wav,Michael_Shannon/I5ZloXyoJeU,1352.5,1363.4,Michael_Shannon,dev,trn
id10813\QNIRGaSOcYI\00003.wav,Michael_Socha/QNIRGaSOcYI,62.2,69.7,Michael_Socha,dev,trn
id10815\Sb-Fg9nAVpE\00005.wav,Michael_Weatherly/Sb-Fg9nAVpE,71.8,81.1,Michael_Weatherly,dev,tst
id10816\HhM9tyz2Nho\00008.wav,Michaela_Conlin/HhM9tyz2Nho,870.4,876.5,Michaela_Conlin,dev,trn
id10817\7DPIpcCSQOM\00025.wav,Michelle_Dockery/7DPIpcCSQOM,804.0,814.1,Michelle_Dockery,dev,trn
id10818\VaxjUkL42s4\00013.wav,Michelle_Keegan/VaxjUkL42s4,246.3,256.0,Michelle_Keegan,dev,trn
id10819\W4eORMi5w18\00004.wav,Michelle_Krusiec/W4eORMi5w18,128.8,138.2,Michelle_Krusiec,dev,trn
id10820\BxcAEIROumI\00006.wav,Michelle_Monaghan/BxcAEIROumI,120.0,130.1,Michelle_Monaghan,dev,trn
id10821\V4QxX_-vjh4\00004.wav,Michelle_Stafford/V4QxX_-vjh4,86.8,108.0,Michelle_Stafford,dev,tst
id10823\F9rV61OvS1c\00004.wav,Mila_Kunis/F9rV61OvS1c,160.8,168.9,Mila_Kunis,dev,trn
id10824\Ez1o4NcC7pY\00002.wav,Miles_Teller/Ez1o4NcC7pY,116.7,135.2,Miles_Teller,dev,trn
id10825\RIneZ-s14_Q\00002.wav,Miley_Cyrus/RIneZ-s14_Q,33.0,44.8,Miley_Cyrus,dev,trn
id10826\RnolRWxoyOA\00008.wav,Milla_Jovovich/RnolRWxoyOA,174.3,185.5,Milla_Jovovich,dev,trn
id10827\t9hPtzIqQ0g\00001.wav,Mindy_Kaling/t9hPtzIqQ0g,38.1,48.7,Mindy_Kaling,dev,trn
id10828\2uBsh9dTB8g\00014.wav,Mira_Furlan/2uBsh9dTB8g,235.7,247.6,Mira_Furlan,dev,trn
id10829\fGhSkJg4Sd4\00008.wav,Miranda_Cosgrove/fGhSkJg4Sd4,229.3,242.0,Miranda_Cosgrove,dev,trn
id10830\WjkHKr9M4sY\00005.wav,Miranda_Hart/WjkHKr9M4sY,127.2,133.9,Miranda_Hart,dev,trn
id10831\mO5Tjo_ljkE\00002.wav,Miranda_Kerr/mO5Tjo_ljkE,119.2,125.7,Miranda_Kerr,dev,trn
id10832\CJuZeUiAgIs\00004.wav,Miranda_Lambert/CJuZeUiAgIs,78.0,84.4,Miranda_Lambert,dev,trn
id10833\BLg5O2tu4_I\00003.wav,Miranda_Richardson/BLg5O2tu4_I,68.1,75.0,Miranda_Richardson,dev,trn
id10834\KpjBYz5A9Wc\00003.wav,Miriam_Margolyes/KpjBYz5A9Wc,39.2,47.3,Miriam_Margolyes,dev,trn
id10835\F8PUjg4p0q8\00005.wav,Mischa_Barton/F8PUjg4p0q8,124.9,135.3,Mischa_Barton,dev,trn
id10836\MhahWZVQOHw\00003.wav,Misha_Collins/MhahWZVQOHw,237.4,245.2,Misha_Collins,dev,trn
id10837\XslpBnJTNwM\00006.wav,Missi_Pyle/XslpBnJTNwM,224.0,241.0,Missi_Pyle,dev,tst
id10838\JMESuICDnjs\00004.wav,Mitchel_Musso/JMESuICDnjs,202.1,208.1,Mitchel_Musso,dev,tst
id10839\9Rg_q0gWSJE\00008.wav,Molly_Ringwald/9Rg_q0gWSJE,451.0,460.8,Molly_Ringwald,dev,trn
id10840\BDnN-BJfQAc\00013.wav,Molly_Shannon/BDnN-BJfQAc,239.4,249.5,Molly_Shannon,dev,trn
id10841\DGE5oNG34Yk\00001.wav,Monica_Raymund/DGE5oNG34Yk,106.7,114.4,Monica_Raymund,dev,trn
id10842\ZH78TZPMxoI\00013.wav,Moon_Bloodgood/ZH78TZPMxoI,247.6,266.1,Moon_Bloodgood,dev,trn
id10843\dePmiDpodMA\00001.wav,Moran_Atias/dePmiDpodMA,134.2,150.6,Moran_Atias,dev,trn
id10844\ZRTfuJswhhg\00003.wav,Morena_Baccarin/ZRTfuJswhhg,204.6,217.8,Morena_Baccarin,dev,trn
id10845\8LSqHHZ5RZw\00002.wav,Moritz_Bleibtreu/8LSqHHZ5RZw,24.8,36.2,Moritz_Bleibtreu,dev,trn
id10846\AhxTN-wTXo0\00008.wav,MyAnna_Buring/AhxTN-wTXo0,126.0,137.9,MyAnna_Buring,dev,trn
id10848\dglm_V2Ic6k\00002.wav,Nadia_Bjorlin/dglm_V2Ic6k,40.8,47.5,Nadia_Bjorlin,dev,trn
id10849\tEt3ivecnIA\00007.wav,Nana_Visitor/tEt3ivecnIA,353.0,363.0,Nana_Visitor,dev,trn
id10850\9zO-u9b8QB0\00004.wav,Nancy_Cartwright/9zO-u9b8QB0,81.4,89.4,Nancy_Cartwright,dev,trn
id10851\FlCkVlbPNUc\00003.wav,Naomie_Harris/FlCkVlbPNUc,66.6,80.0,Naomie_Harris,dev,trn
id10852\JZIc4U87Mr4\00019.wav,Naseeruddin_Shah/JZIc4U87Mr4,992.5,1005.7,Naseeruddin_Shah,dev,trn
id10853\TCOSsf34_-c\00001.wav,Natalia_Tena/TCOSsf34_-c,343.5,350.0,Natalia_Tena,dev,trn
id10854\Bmux0v2YPss\00001.wav,Natalie_Dormer/Bmux0v2YPss,115.2,126.7,Natalie_Dormer,dev,trn
id10855\7aIlUasLA1s\00009.wav,Natalie_Martinez/7aIlUasLA1s,210.9,236.3,Natalie_Martinez,dev,trn
id10856\Cu9uNZ2uBfI\00002.wav,Natalie_Portman/Cu9uNZ2uBfI,77.9,87.2,Natalie_Portman,dev,trn
id10857\te0RET1-GDM\00005.wav,Natalie_Zea/te0RET1-GDM,125.3,137.6,Natalie_Zea,dev,trn
id10858\VchnPnqvXG8\00009.wav,Natascha_McElhone/VchnPnqvXG8,146.2,155.4,Natascha_McElhone,dev,trn
id10859\H8QRGE9NBH4\00003.wav,Nate_Parker/H8QRGE9NBH4,224.4,233.4,Nate_Parker,dev,trn
id10860\E8VIsZfgOdM\00003.wav,Nathalie_Emmanuel/E8VIsZfgOdM,118.6,124.7,Nathalie_Emmanuel,dev,trn
id10861\XNnsKEyvZhE\00005.wav,Nathan_Fillion/XNnsKEyvZhE,84.8,93.4,Nathan_Fillion,dev,trn
id10862\2bn9i9re2yI\00027.wav,Nathaniel_Buzolic/2bn9i9re2yI,400.2,408.8,Nathaniel_Buzolic,dev,trn
id10863\MLxA7MsFaUs\00001.wav,Naturi_Naughton/MLxA7MsFaUs,57.1,68.0,Naturi_Naughton,dev,trn
id10864\TnHpZXrLNBI\00017.wav,Nazanin_Boniadi/TnHpZXrLNBI,367.1,381.9,Nazanin_Boniadi,dev,trn
id10865\RKqam5BDiYU\00001.wav,NeNe_Leakes/RKqam5BDiYU,314.5,323.5,NeNe_Leakes,dev,trn
id10866\NUk38DIt-r8\00004.wav,Neal_McDonough/NUk38DIt-r8,63.4,70.8,Neal_McDonough,dev,trn
id10867\6KXf1QT9GC0\00006.wav,Neil_Gaiman/6KXf1QT9GC0,284.4,292.2,Neil_Gaiman,dev,trn
id10868\OW2qKgfIhA0\00003.wav,Neil_deGrasse_Tyson/OW2qKgfIhA0,62.2,68.8,Neil_deGrasse_Tyson,dev,trn
id10869\rgPn6eF_g_o\00004.wav,Nelly/rgPn6eF_g_o,87.4,99.1,Nelly,dev,trn
id10870\EbOZhtLNLWk\00006.wav,Nelly_Furtado/EbOZhtLNLWk,412.8,422.2,Nelly_Furtado,dev,trn
id10871\B6CEeXnfHW8\00003.wav,Neve_Campbell/B6CEeXnfHW8,258.9,267.6,Neve_Campbell,dev,trn
id10872\K736EmFroPw\00003.wav,Niall_Horan/K736EmFroPw,33.8,49.4,Niall_Horan,dev,trn
id10873\EBVYy1H_eTM\00016.wav,Nichelle_Nichols/EBVYy1H_eTM,307.4,313.8,Nichelle_Nichols,dev,trn
id10874\MuB3aOd3INA\00006.wav,Nick_Kroll/MuB3aOd3INA,158.3,179.8,Nick_Kroll,dev,trn
id10876\XJkJmAydPhA\00001.wav,Nicki_Minaj/XJkJmAydPhA,160.1,183.7,Nicki_Minaj,dev,trn
id10877\5wN7p__FW68\00003.wav,Nicola_Peltz/5wN7p__FW68,29.0,35.8,Nicola_Peltz,dev,trn
id10878\XNhl0RPXq70\00001.wav,Nicole_Beharie/XNhl0RPXq70,6.6,35.4,Nicole_Beharie,dev,trn
id10879\9Y9M67MAbvg\00002.wav,Nicole_Richie/9Y9M67MAbvg,79.3,86.0,Nicole_Richie,dev,tst
id10880\Ba5LtF5tZv8\00003.wav,Nicole_Scherzinger/Ba5LtF5tZv8,160.8,170.6,Nicole_Scherzinger,dev,trn
id10881\e4FgB0qZxQ0\00003.wav,Nikolaj_Coster-Waldau/e4FgB0qZxQ0,492.0,498.0,Nikolaj_Coster-Waldau,dev,trn
id10882\_-v2sMuc7-0\00022.wav,Nina_Arianda/_-v2sMuc7-0,909.8,916.0,Nina_Arianda,dev,trn
id10883\Kl83FoDsetc\00009.wav,Nina_Hoss/Kl83FoDsetc,304.5,311.2,Nina_Hoss,dev,tst
id10884\TrSRgOom4qE\00016.wav,Noah_Emmerich/TrSRgOom4qE,510.2,524.0,Noah_Emmerich,dev,trn
id10885\656OEfLzOGs\00018.wav,Noel_Clarke/656OEfLzOGs,278.3,286.4,Noel_Clarke,dev,trn
id10886\FSmqVNLQ7Gg\00015.wav,Noel_Fielding/FSmqVNLQ7Gg,345.1,358.5,Noel_Fielding,dev,trn
id10887\LD1b8PNHaAg\00008.wav,Noomi_Rapace/LD1b8PNHaAg,101.2,111.8,Noomi_Rapace,dev,trn
id10888\j6aqGg1f8Ts\00001.wav,Norman_Reedus/j6aqGg1f8Ts,55.7,62.8,Norman_Reedus,dev,trn
id10889\DxZaPGUIX50\00001.wav,Octavia_Spencer/DxZaPGUIX50,91.8,102.3,Octavia_Spencer,dev,trn
id10891\F5E5a3VMGlA\00012.wav,Odeya_Rush/F5E5a3VMGlA,1657.6,1666.6,Odeya_Rush,dev,trn
id10892\2m-Bc2-sL4c\00002.wav,Olga_Kurylenko/2m-Bc2-sL4c,107.2,122.2,Olga_Kurylenko,dev,trn
id10893\ZnXEPAMjIxQ\00002.wav,Oliver_Platt/ZnXEPAMjIxQ,15.6,21.9,Oliver_Platt,dev,trn
id10894\YEVZp443BBQ\00003.wav,Olivia_Colman/YEVZp443BBQ,47.1,56.4,Olivia_Colman,dev,trn
id10895\Lt8cc1Clg-g\00006.wav,Olivia_Cooke/Lt8cc1Clg-g,141.6,148.0,Olivia_Cooke,dev,tst
id10896\hDaAPpbyIhM\00010.wav,Olivia_Holt/hDaAPpbyIhM,320.3,326.3,Olivia_Holt,dev,trn
id10897\aynCHKSFutA\00002.wav,Olivia_Munn/aynCHKSFutA,38.3,76.3,Olivia_Munn,dev,tst
id10898\C5rWLx1kaKo\00003.wav,Olivia_Thirlby/C5rWLx1kaKo,65.0,71.6,Olivia_Thirlby,dev,trn
id10899\4TAeJSDoGTI\00004.wav,Olivia_Wilde/4TAeJSDoGTI,68.1,81.9,Olivia_Wilde,dev,trn
id10900\Bcm3h0xffs8\00004.wav,Olivia_Williams/Bcm3h0xffs8,141.3,151.3,Olivia_Williams,dev,trn
id10901\NpJz6_nEzJs\00012.wav,Om_Puri/NpJz6_nEzJs,254.0,261.0,Om_Puri,dev,trn
id10902\DNfcPfbIgbg\00003.wav,Omari_Hardwick/DNfcPfbIgbg,53.6,60.4,Omari_Hardwick,dev,trn
id10903\l4HDjqZxAHQ\00005.wav,Oona_Chaplin/l4HDjqZxAHQ,87.4,97.0,Oona_Chaplin,dev,trn
id10904\8llUxZ3zaxY\00006.wav,Oscar_Isaac/8llUxZ3zaxY,86.6,97.4,Oscar_Isaac,dev,trn
id10905\Ky6Z2E6_QZU\00002.wav,Pablo_Schreiber/Ky6Z2E6_QZU,14.9,28.0,Pablo_Schreiber,dev,trn
id10906\K4OJq-PpZoI\00008.wav,Paddy_Considine/K4OJq-PpZoI,189.0,197.9,Paddy_Considine,dev,trn
id10907\7aGGaG6BigQ\00004.wav,Padma_Lakshmi/7aGGaG6BigQ,119.3,141.9,Padma_Lakshmi,dev,trn
id10908\N6LtIGBSLmw\00006.wav,Paget_Brewster/N6LtIGBSLmw,210.3,230.7,Paget_Brewster,dev,trn
id10909\9u9tNnAwC2g\00001.wav,Paloma_Faith/9u9tNnAwC2g,48.2,57.8,Paloma_Faith,dev,trn
id10910\AwBMp1w8KKQ\00003.wav,Pamela_Adlon/AwBMp1w8KKQ,359.9,367.4,Pamela_Adlon,dev,trn
id10911\_PLFmQQejOA\00005.wav,Paolo_Sorrentino/_PLFmQQejOA,73.4,81.4,Paolo_Sorrentino,dev,trn
id10912\67p2Yi5aHUM\00003.wav,Parineeti_Chopra/67p2Yi5aHUM,96.3,103.4,Parineeti_Chopra,dev,trn
id10913\EtlbVqGx01I\00008.wav,Pat_Monahan/EtlbVqGx01I,373.7,382.0,Pat_Monahan,dev,trn
id10914\SV2ZQINRUrU\00007.wav,Patrick_Dempsey/SV2ZQINRUrU,264.6,271.4,Patrick_Dempsey,dev,trn
id10915\U8xqFgZutJ0\00007.wav,Patrick_Duffy/U8xqFgZutJ0,105.3,114.4,Patrick_Duffy,dev,trn
id10916\TEzhJ_jLO5o\00009.wav,Patrick_Fugit/TEzhJ_jLO5o,2133.0,2139.2,Patrick_Fugit,dev,tst
id10917\6z0IyzeamUE\00013.wav,Patrick_Swayze/6z0IyzeamUE,352.0,365.8,Patrick_Swayze,dev,trn
id10918\678XYLmOZic\00006.wav,Patrick_Wilson/678XYLmOZic,212.8,235.5,Patrick_Wilson,dev,trn
id10919\Czy_Q3rKjy8\00003.wav,Patton_Oswalt/Czy_Q3rKjy8,87.3,97.5,Patton_Oswalt,dev,trn
id10920\AP6NmbDVHeo\00003.wav,Paul_Dano/AP6NmbDVHeo,72.7,81.5,Paul_Dano,dev,trn
id10921\B8oFwcURrps\00001.wav,Paul_Feig/B8oFwcURrps,55.1,66.8,Paul_Feig,dev,trn
id10922\E24CoscFmmw\00012.wav,Paul_Giamatti/E24CoscFmmw,349.5,363.1,Paul_Giamatti,dev,trn
id10923\mGBRuI2HWl0\00004.wav,Paul_Gross/mGBRuI2HWl0,103.1,112.1,Paul_Gross,dev,trn
id10925\ABf8WRyME5Q\00005.wav,Paul_Reubens/ABf8WRyME5Q,272.3,278.4,Paul_Reubens,dev,trn
id10926\YEhj0NORvBM\00007.wav,Paul_Scheer/YEhj0NORvBM,110.9,117.7,Paul_Scheer,dev,tst
id10927\bA3gUpox2qU\00005.wav,Paul_Sorvino/bA3gUpox2qU,230.4,238.5,Paul_Sorvino,dev,trn
id10928\ESHdQuEpVpI\00003.wav,Paul_Wesley/ESHdQuEpVpI,232.4,239.1,Paul_Wesley,dev,trn
id10929\0txtXuZBqC4\00031.wav,Penn_Jillette/0txtXuZBqC4,1828.6,1836.8,Penn_Jillette,dev,trn
id10930\L85yQhIOkB8\00014.wav,Pete_Wentz/L85yQhIOkB8,1419.9,1432.1,Pete_Wentz,dev,trn
id10931\2_DRi3kv8GU\00001.wav,Peter_Berg/2_DRi3kv8GU,30.1,36.8,Peter_Berg,dev,trn
id10932\IHGVJEvRo-c\00013.wav,Peter_Capaldi/IHGVJEvRo-c,394.9,402.8,Peter_Capaldi,dev,trn
id10933\O8awBsmvtnc\00004.wav,Peter_Coyote/O8awBsmvtnc,66.5,99.8,Peter_Coyote,dev,trn
id10934\PejzJZP39dw\00004.wav,Peter_Facinelli/PejzJZP39dw,119.9,129.7,Peter_Facinelli,dev,trn
id10935\8Gar5J0xGy4\00002.wav,Peter_Jackson/8Gar5J0xGy4,23.4,30.5,Peter_Jackson,dev,trn
